SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS,DESTINATION_SS,NO_OF_SEGMENT,SWNO,COMMISSIONEDDATE,VOLTAGE,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12
PT,33059,100.000,DAHISAR REC-STN 33059 TO P.T.(20 MVA NO.1),XLPE,3.0,Y,AL,HT33KV0000025679,AL,4000.0,4043,,DAHISAR REC-STN,DAHISAR REC-STN,1,33059,2013-03-24,33KV,89.585,90.634,78.995,69.467,76.197,90.913,19.668,32.772,60.220,59.118,54.309,60.242,1.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,2.000
PT,33087,100.000,BHAYANDAR(W) REC STN 33087 TO PT (20MVA NO.1),XLPE,3.0,Y,AL,HT33KV0000025419,AL,5000.0,5051,,BHAYANDAR WEST REC-STN,BHAYANDAR WEST REC-STN,1,33087,2004-05-05,33KV,86.585,88.147,75.241,88.203,102.270,80.941,20.801,36.892,74.032,68.998,63.350,65.201,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
PT,33093,100.000,MIRA REC-STN 33093 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908561ODA,AL,5000.0,5052,,MIRA REC-STN,MIRA REC-STN,1,33093,2005-01-21,33KV,50.009,56.583,62.057,62.961,60.381,52.226,12.317,26.527,50.234,41.672,39.647,39.952,2.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000
PT,33101,100.000,DEVIDAS LANE REC STN 33101 TO PT ( 20MVA NO.1),XLPE,3.0,Y,AL,HT33KV6908549489,AL,4000.0,4042,,DEVIDAS LANE REC-STN,DEVIDAS LANE REC-STN,1,33101,2000-11-12,33KV,37.245,39.647,43.880,47.965,70.602,98.808,17.290,27.557,43.540,40.416,33.917,43.960,1.000,1.000,1.000,1.000,2.000,5.000,2.000,2.000,1.000,3.000,0.000,2.000
PT,33102,100.000,DEVIDAS LANE REC-STN 33102 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549711,AL,4000.0,4042,,DEVIDAS LANE REC-STN,DEVIDAS LANE REC-STN,1,33102,2012-02-02,33KV,90.629,87.773,76.157,87.017,99.892,103.602,25.732,44.540,68.624,67.426,65.759,72.065,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PT,33176,100.000,SHANTI STAR MIRA REC-STN 33176 TO PT ( 20MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549489,AL,5000.0,5052,,SHANTI STAR MIRA REC-STN,SHANTI STAR MIRA REC-STN,1,33176,2016-04-06,33KV,98.274,91.829,73.249,100.345,99.905,92.689,21.768,41.514,60.673,76.574,56.339,60.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PT,33181,100.000,DEVIDAS LANE REC-STN 33181 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549711,AL,4000.0,4042,,DEVIDAS LANE REC-STN,DEVIDAS LANE REC-STN,1,33181,2005-02-20,33KV,106.089,109.826,109.697,112.995,490.798,104.537,28.722,52.778,93.877,97.926,95.120,95.891,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
PT,33196,100.000,KANAKIA CCI REC-STN TO PT (10 MVA NO.3),PILC,1.0,Y,AL,,AL,4000.0,4043,,KANAKIA CCI REC-STN,KANAKIA CCI REC-STN,1,33196,,22KV,43.744,34.213,41.235,58.050,40.760,25.195,5.438,10.795,27.722,27.091,26.367,26.670,0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000
PT,33213,100.000,DAHISAR REC-STN 33213 TO PT(20.MVA.2),XLPE,3.0,Y,AL,HT33KV6908561POM,AL,4000.0,4043,,DAHISAR REC-STN,DAHISAR REC-STN,1,33213,2010-12-05,33KV,81.809,88.821,75.283,83.607,98.981,94.446,19.575,34.670,69.183,62.965,52.064,62.688,2.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000
PT,33229,4.211,RAVI MHADA REC-STN TO P.T.(20MVA NO.1),XLPE,3.0,Y,AL,,AL,5000.0,5052,,RAVI MHADA REC-STN,RAVI MHADA REC-STN,1,33229,2005-10-01,33KV,53.248,57.228,59.044,80.608,98.197,85.204,19.219,32.130,57.671,75.348,50.629,54.739,2.000,2.000,2.000,0.000,0.000,0.000,2.000,2.000,0.000,1.000,0.000,0.000
PT,33230,7.680,RAVI MHADA REC-STN TO P.T.(16MVA NO.1),XLPE,3.0,Y,AL,,AL,5000.0,5052,,RAVI MHADA REC-STN,RAVI MHADA REC-STN,1,33230,2003-05-19,33KV,36.132,35.443,38.028,48.793,55.879,49.950,7.371,11.423,10.286,6.475,8.341,7.593,1.000,1.000,0.000,0.000,0.000,0.000,2.000,2.000,0.000,0.000,2.000,1.000
PT,33231,100.000,SADGURU REC-STN TO P.T.(20MVA NO.1),XLPE,3.0,Y,AL,,AL,5000.0,5053,,SADGURU REC-STN,SADGURU REC-STN,1,33231,2015-03-03,33KV,82.267,81.310,72.516,89.379,117.600,100.733,23.800,36.353,67.739,98.267,59.643,67.067,1.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,2.000,0.000,0.000
PT,33289,100.000,BHAYANDAR(W) REC STN 33087 TO PT (20MVA NO.3),XLPE,3.0,Y,AL,HT33KV0000025419,AL,5000.0,5051,,BHAYANDAR WEST REC-STN,BHAYANDAR WEST REC-STN,1,33289,2017-03-17,33KV,65.488,61.087,58.657,89.462,116.870,87.850,20.225,36.654,53.759,60.345,43.818,43.285,3.000,2.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000
PT,33290,100.000,VINAMRA REC-STN 33290 TO P.T.(20 MVA NO.1),XLPE,3.0,Y,AL,HT33KV6908561ODA,AL,5000.0,5053,,VINAMRA REC-STN,VINAMRA REC-STN,1,33290,2019-11-18,33KV,61.411,63.352,57.444,88.278,90.210,78.505,16.594,30.132,45.538,53.770,42.401,41.336,1.000,2.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000
PT,33291,100.000,VINAMRA REC-STN 33291 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908561ODA,AL,5000.0,5053,,VINAMRA REC-STN,VINAMRA REC-STN,1,33291,2019-11-18,33KV,57.327,58.984,58.372,82.050,98.193,92.106,17.610,33.017,51.162,63.809,43.443,43.265,2.000,2.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.000
PT,33299,100.000,DAHISAR WEST REC-STN 33299 TO PT ( 20MVA NO.1),XLPE,3.0,Y,AL,HT33KV6908549489,AL,4000.0,4042,,DAHISAR WEST REC-STN,DAHISAR WEST REC-STN,1,33299,2000-12-11,33KV,45.288,45.295,42.945,53.433,80.294,176.074,16.686,29.190,44.267,47.243,43.890,41.445,2.000,2.000,1.000,1.000,2.000,3.000,2.000,2.000,1.000,1.000,3.000,1.000
PT,33300,100.000,DAHISAR WEST REC-STN 33300 TO PT ( 20MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549489,AL,4000.0,4042,,DAHISAR WEST REC-STN,DAHISAR WEST REC-STN,1,33300,2001-01-08,33KV,70.027,76.562,80.948,103.510,123.053,94.271,21.632,35.122,68.949,69.372,54.721,52.728,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000
PT,33322,100.000,SHIMPOLI REC-STN 33322 TO P.T.(10 MVA NO.1),PILC,3.0,Y,AL,,AL,4000.0,4042,,SHIMPOLI REC-STN,SHIMPOLI REC-STN,1,33322,2017-03-11,22KV,113.216,75.851,84.012,93.130,107.417,86.891,23.033,39.240,78.852,87.835,80.747,69.195,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
PT,33323,100.000,SHIMPOLI REC-STN 33323 TO P.T.(10 MVA NO.2),PILC,3.0,Y,AL,,AL,4000.0,4042,,SHIMPOLI REC-STN,SHIMPOLI REC-STN,1,33323,2013-10-13,22KV,74.637,92.775,73.367,81.088,94.505,75.189,15.514,27.622,69.282,67.507,60.867,45.375,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000
PT,33339,100.000,VAZIRA REC-STN 33339 TO P.T.(20 MVA NO.1),XLPE,3.0,Y,AL,HT33KV0000025679,AL,4000.0,4043,,VAZIRA REC-STN,VAZIRA REC-STN,1,33339,2022-04-03,33KV,88.273,84.621,74.377,152.346,107.806,119.623,51.352,42.813,72.290,75.775,61.611,63.707,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000
PT,33340,100.000,VAZIRA REC-STN 33340 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV0000025679,AL,4000.0,4043,,VAZIRA REC-STN,VAZIRA REC-STN,1,33340,2008-11-04,33KV,151.379,81.316,82.142,93.694,108.119,130.281,24.192,96.383,77.641,83.016,73.439,80.825,1.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000
T22BOR02,33096,6099.910,GANTRY(INSIDE BORIVLI R/S) TO TATA BORIVLI R/S PH -> JT.NO.01 -> JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.01B -> JT.NO.01B → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.04B -> JT.NO.04B → JT.NO.04C -> JT.NO.04C → JT.NO.04D -> JT.NO.04D → JT.NO.04E -> JT.NO.04E → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08A -> JT.NO.08A → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.0C -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12C -> JT.NO.12 → JT.NO.13 -> JT.NO.12A → JT.NO.12 -> JT.NO.12B → JT.NO.12A -> JT.NO.12C → JT.NO.12B -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19A -> JT.NO.19 → JT.NO.20 -> JT.NO.19A → JT.NO.19 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.26C -> JT.NO.26C → JT.NO.26D -> JT.NO.26C → JT.NO.26E -> JT.NO.26E → JT.NO.27C -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.27C → JT.NO.27D -> JT.NO.27D → JT.NO.27 -> JT.NO.28 → JT.NO.28A -> JT.NO.28A → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.31A -> JT.NO.31A → JT.NO.32 -> TATA'S BORIVALI REC-STN TO NIRLON REC-STN (SWNO.T22BO02 TO JT.NO.C),PILC,3.0,Y,AL,,AL,4000.0,4043,ABANDONED,TATA'S BORIVALI REC-STN,NIRLON REC-STN,64,33096,2019-08-08,22KV,89.776,80.423,102.466,99.523,100.491,101.902,6.700,28.595,31.240,45.037,37.676,77.495,4.000,2.000,5.000,4.000,4.000,3.000,1.000,2.000,1.000,1.000,1.000,0.000
T22BOR02,33096,6099.910,GANTRY(INSIDE BORIVLI R/S) TO TATA BORIVLI R/S PH -> JT.NO.01 -> JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.01B -> JT.NO.01B → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.04B -> JT.NO.04B → JT.NO.04C -> JT.NO.04C → JT.NO.04D -> JT.NO.04D → JT.NO.04E -> JT.NO.04E → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08A -> JT.NO.08A → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.0C -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12C -> JT.NO.12 → JT.NO.13 -> JT.NO.12A → JT.NO.12 -> JT.NO.12B → JT.NO.12A -> JT.NO.12C → JT.NO.12B -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19A -> JT.NO.19 → JT.NO.20 -> JT.NO.19A → JT.NO.19 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.26C -> JT.NO.26C → JT.NO.26D -> JT.NO.26C → JT.NO.26E -> JT.NO.26E → JT.NO.27C -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.27C → JT.NO.27D -> JT.NO.27D → JT.NO.27 -> JT.NO.28 → JT.NO.28A -> JT.NO.28A → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.31A -> JT.NO.31A → JT.NO.32 -> TATA'S BORIVALI REC-STN TO NIRLON REC-STN (SWNO.T22BO02 TO JT.NO.C),PILC,3.0,Y,AL,,AL,4000.0,4043,ABANDONED,TATA'S BORIVALI REC-STN,NIRLON REC-STN,64,33096,2019-08-08,33KV,51.740,73.297,76.783,98.850,99.580,82.607,102.167,79.693,98.632,94.692,97.144,90.660,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,2.000,4.000,2.000,4.000
T22BOR03,33093,6079.000,TATA'S BORIVALI REC-STN TO MIRA REC-STN (ABDENDED),PILC,3.0,Y,AL,HT22KV6908561QBI,AL,4000.0,5052,ABANDONED,TATA'S BORIVALI REC-STN,MIRA REC-STN,1,33093,2005-01-21,33KV,50.009,56.583,62.057,62.961,60.381,52.226,12.317,26.527,50.234,41.672,39.647,39.952,2.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000
T22BOR03,33134,212.500,JT.NO.01 → JT.NO.02 -> SWNO_T22BO03 → JT.NO.01,XLPE,3.0,Y,AL,<Null>,AL,4000.0,4043,ABANDONED,TATA'S BORIVALI REC-STN,TIMES OF INDIA REC-STN,2,33134,2024-01-15,33KV,94.419,79.819,78.742,70.491,70.233,92.950,24.618,32.405,61.038,67.952,60.898,61.781,3.000,0.000,1.000,0.000,2.000,2.000,2.000,1.000,0.000,0.000,0.000,0.000
T22BOR12,33094,329.087,JT.NO.14B → JT.NO.14D -> JT.NO.14C → JT.NO.15A -> JT.NO.14D → JT.NO.14C,XLPE,3.0,Y,AL,HT22KV6908561QH0,AL,4000.0,4043,ABANDONED,TATA'S BORIVALI REC-STN,MIRA REC-STN,3,33094,2009-02-23,22KV,46.033,44.709,58.246,81.354,92.843,66.293,10.278,26.579,45.645,54.461,39.665,37.827,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
T22BOROG028,33304,5600.000,SWNO_T22BOROG28 → SWNO_33304,XLPE,3.0,Y,AL,HT22KV6908561QH0,AL,4000.0,3034,AS PER HT SLD,TATA'S BORIVALI REC-STN,TATA'S BORIVLI REC-STN,2,33304,2020-11-26,22KV,2.104,1.902,1.561,0.132,0.123,0.200,0.078,0.184,0.279,0.125,0.169,0.150,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
T22BOROG04,33303,5600.000,SWNO_T22BOROG4 → SWNO_33303,XLPE,3.0,Y,AL,HT22KV6908561QH0,AL,4000.0,3034,AS PER HT SLD,TATA'S BORIVALI REC-STN,MAHINDRA AND MAHINDRA REC-STN,2,33303,2020-11-26,22KV,3.975,3.347,2.693,0.343,0.116,0.257,0.153,0.290,0.410,0.283,0.242,0.213,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
T22BOROG12,33192,1297.500,JT.NO.06 → JT.NO.7 -> JT.NO.06A → JT.NO.06B -> JT.NO.06B → JT.NO.06 -> JT.NO.10 → JT.NO.10C -> JT.NO.10A → JT.NO.06A -> JT.NO.10B → JT.NO.10 -> JT.NO.10C → JT.NO.10A -> JT.NO.10D → JT.NO.10B -> JT.NO.7 → JT.NO.7A -> JT.NO.7A → JT.NO.7B -> JT.NO.7B → JT.NO.7F -> JT.NO.7C → JT.NO.7D -> JT.NO.7D → JT.NO.7E -> JT.NO.7E → SWNO_33192 -> JT.NO.7F → JT.NO.7C -> SWNO_T22BOROG12 → JT.NO.10D,XLPE,3.0,Y,AL,HT22KV6908561M7D,AL,4000.0,4043,,TATA'S BORIVALI REC-STN,KANAKIA CCI,16,33192,2005-07-18,22KV,76.351,58.236,56.612,57.027,71.840,56.513,12.399,23.645,51.434,49.061,48.546,48.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,4.000
T22BOROG13,1128,2076.700,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.9A -> JT.NO.09A → JT.NO.09B -> JT.NO.09B → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 -> SWNO_T22BOROG13 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561OTE,AL,4000.0,4043,,TATA'S BORIVALI REC-STN,POISAR REC-STN,15,1128,2024-12-01,22KV,58.487,46.042,60.342,53.047,84.646,76.249,10.640,18.016,47.268,56.029,53.152,51.940,2.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000
T22BOROG16,33322,1938.900,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.1 -> JT.NO.2 → JT.NO.2A -> JT.NO.2A → JT.NO.2B -> JT.NO.2B → JT.NO.3 -> JT.NO.3 → JT.NO.3A -> JT.NO.3A → JT.NO.3B -> JT.NO.3B → JT.NO.4 -> JT.NO.4 → JT.NO.4A -> JT.NO.4A → JT.NO.4B -> JT.NO.4B → JT.NO.4C -> JT.NO.4C → JT.NO.4D -> JT.NO.4C → JT.NO.5 -> JT.NO.5 → JT.NO.5A -> JT.NO.5A → JT.NO.5B -> JT.NO.5B → JT.NO.6 -> JT.NO.6 → JT.NO.6A -> JT.NO.6A → JT.NO.8A -> JT.NO.8A → JT.NO.8B -> JT.NO.8B → JT.NO.8E -> JT.NO.8E → JT.NO.9 -> JT.NO.9 → SWNO_33322 -> SWNO_T22BOROG16 → JT.NO.10,XLPE,3.0,Y,AL,,AL,4000.0,4043,,TATA'S BORIVALI REC-STN,SHIMPOLI REC-STN,24,33322,2017-03-11,22KV,113.216,75.851,84.012,93.130,107.417,86.891,23.033,39.240,78.852,87.835,80.747,69.195,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
T22BOROG17,1129,4028.200,JT.NO.1 → JT.NO.1A -> JT.NO.17A → JT.NO.18 -> JT.NO.1A → JT.NO.2 -> JT.NO.2 → JT.NO.2A -> JT.NO.2A → JT.NO.2B -> JT.NO.2B → JT.NO.3 -> JT.NO.3 → JT.NO.3A -> JT.NO.3A → JT.NO.3B -> JT.NO.3B → JT.NO.3C -> JT.NO.3C → JT.NO.4 -> JT.NO.4 → JT.NO.4A -> JT.NO.4A → JT.NO.4B -> JT.NO.4B → JT.NO.4C -> JT.NO.4C → JT.NO.4D -> JT.NO.4D → JT.NO.5 -> JT.NO.5 → JT.NO.5A -> JT.NO.5A → JT.NO.5B -> JT.NO.5B → JT.NO.5C -> JT.NO.5C → JT.NO.6 -> JT.NO.6 → JT.NO.6A -> JT.NO.6A → JT.NO.6B -> JT.NO.6B → JT.NO.7 -> JT.NO.7 → JT.NO.7C -> JT.NO.7A → JT.NO.7B -> JT.NO.7B → JT.NO.8 -> JT.NO.7C → JT.NO.7D -> JT.NO.7D → JT.NO.7A -> JT.NO.8 → JT.NO.8A -> JT.NO.8B → JT.NO.8C -> JT.NO.8C → JT.NO.8D -> JT.NO.8D → JT.NO.8E -> JT.NO.8E → JT.NO.9 -> JT.NO.9 → JT.NO.9A -> JT.NO.9A → JT.NO.9B -> JT.NO.9B → JT.NO.9C -> JT.NO.9C → JT.NO.9D -> JT.NO.9D -> SWNO_T22BOROG17 → JT.NO.1,XLPE,3.0,Y,AL,HT22KV6908553740,AL,4000.0,4043,,TATA'S BORIVALI REC-STN,KANDIVLI REC-STN,38,1129,2008-07-01,22KV,91.250,67.040,96.617,82.094,91.420,74.905,17.617,30.867,73.406,71.272,71.850,71.861,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000
T22BOROG18,33047,454.700,JT.NO.01 → JT.NO.08 -> JT.NO.08 -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.01 -> SWNO_T22BOROG18 → JT.NO.09,PILC,3.0,Y,AL,HT22KV6908561M7C,AL,4000.0,4043,,TATA'S BORIVALI REC-STN,BORIVALI REC-STN,5,33047,,22KV,74.554,65.911,69.539,78.497,82.334,68.404,13.233,32.314,61.392,65.836,62.528,56.424,1.000,2.000,3.000,4.000,1.000,3.000,2.000,2.000,4.000,6.000,4.000,2.000
T22BOROG19,1143,3605.500,JT.NO.01 → JT.NO.01B -> JT.NO.01A → JT.NO.02 -> JT.NO.01B → JT.NO.01A -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.03A -> JT.NO.03A → JT.NO.04A -> JT.NO.04 → JT.NO.05 -> JT.NO.04A → JT.NO.04 -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.05B -> JT.NO.05B → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.10B -> JT.NO.10B → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.17C -> JT.NO.17C → JT.NO.17D -> JT.NO.17D → JT.NO.18 -> JT.NO.18 → SWNO_01143 -> SWNO_T22BOROG19 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561OJW,AL,4000.0,4043,,TATA'S BORIVALI REC-STN,DAHISAR REC-STN,32,1143,2019-02-14,22KV,67.074,62.673,67.102,63.364,74.221,59.180,11.908,19.387,51.228,54.110,52.779,57.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
T22BOROG20,33123,4276.900,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 -> SWNO_T22BOROG20 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561PRX,AL,4000.0,4043,,TATA'S BORIVALI REC-STN,LOKHANDWALA REC-STN,30,33123,,22KV,63.421,38.158,51.055,50.442,63.786,65.208,7.512,14.659,37.270,42.509,43.580,39.783,3.000,1.000,3.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,1.000,1.000
T22BOROG25,33197,1250.100,JT.NO.01 → JT.NO.2A -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.05 -> JT.NO.05 → SWNO_33197 -> JT.NO.1A → JT.NO.1B -> JT.NO.1B → JT.NO.01 -> JT.NO.1C → JT.NO.1E -> JT.NO.1D → JT.NO.02 -> JT.NO.1E → JT.NO.1D -> JT.NO.2A → JT.NO.1C -> SWNO_T22BOROG25 → JT.NO.1A,XLPE,3.0,Y,AL,,AL,4000.0,4043,,TATA'S BORIVALI REC-STN,KANAKIA CCI REC-STN,13,33197,2017-03-08,22KV,43.254,32.138,41.015,54.508,40.620,25.506,5.295,13.056,25.764,28.056,26.272,23.989,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,3.000
