SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS_x,DESTINATION_SS_x,COMMISSIONEDDATE,NO_OF_SEGMENT,SWNO,VOLTAGE,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12,Num_Faults,SWITCH_NO,SOURCE_SS_y,FAULT_FROM_SWITCH,DESTINATION_SS_y,FAULT_TO_SWITCH,FAULT_VOLTAGE,FAULT_DIVISION,FAULT_TIME_DIFFERENCE_HOURS_AVG,FAULT_LATEST_OUTAGE_TIME
220GHO72,33044,4469.400,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.4A -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.1A -> JT.NO.1A → JT.NO.1C -> JT.NO.1C → JT.NO.1D -> JT.NO.1D → JT.NO.1 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → SWNO_33044 -> JT.NO.4A → JT.NO.05 -> SWNO_220GHO72 → JT.NO.1B,XLPE,3.0,Y,AL,HT33KV0000027672,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,BHAYANDAR REC-STN,2019-08-17 00:00:00+00:00,30,33044,33KV,128.206,137.594,117.012,114.988,115.762,104.067,38.012,68.560,109.380,112.798,100.277,105.973,4.000,1.000,3.000,1.000,0.000,0.000,2.000,0.000,0.000,3.000,0.000,0.000,0,,,,,,,,,
220GHO77,33306,4271.000,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → SWNO_33306 -> SWNO_00077 → JT.NO.01,XLPE,3.0,Y,CU,,AL,5000.0,5052,,220kV GHODBUNDER REC-STN,DAHISAR CHECKNAKA REC-STN,2022-09-14 00:00:00+00:00,22,33306,33KV,80.626,56.694,55.690,61.847,81.020,59.244,19.716,40.492,53.488,47.363,47.545,57.425,4.000,2.000,1.000,1.000,2.000,0.000,2.000,3.000,0.000,2.000,3.000,3.000,0,,,,,,,,,
220GOI05,33339,1919.100,JT.NO.12 → JT.NO.12A -> JT.NO.12A → JT.NO.12B -> JT.NO.12B → JT.NO.12C -> JT.NO.12C → JT.NO.12D -> JT.NO.12D → JT.NO.12E -> JT.NO.12E → JT.NO.12F -> JT.NO.12F → JT.NO.12G -> JT.NO.12G → JT.NO.12H -> JT.NO.12H → JT.NO.12J -> JT.NO.12J → JT.NO.12R -> JT.NO.12K → JT.NO.12L -> JT.NO.12L → JT.NO.12M -> JT.NO.12M → JT.NO.12N -> JT.NO.12N → JT.NO.12P -> JT.NO.12P → JT.NO.12Q -> JT.NO.12Q → SWNO_33339 -> JT.NO.12R → JT.NO.12K -> SWNO_220GOI05 → JT.NO.12,XLPE,3.0,Y,AL,HT11KV6908561P55,AL,4000.0,4042,,220kV GORAI REC-STN,VAZIRA REC-STN,2022-03-04 00:00:00+00:00,18,33339,33KV,79.977,76.376,74.574,135.075,103.600,114.324,52.640,46.603,73.180,75.614,64.398,67.318,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,
220GOI06,33170,3608.100,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.08A -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.11A -> JT.NO.11A → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.17 -> JT.NO.17 → JT.NO.68 -> JT.NO.68 → JT.NO.69 -> JT.NO.69 → JT.NO.70 -> JT.NO.70 → JT.NO.71 -> JT.NO.71 → SWNO_33170 -> SWNO_220GOI06 → JT.NO.01,XLPE,3.0,Y,AL,,AL,4000.0,4042,,220kV GORAI REC-STN,RNA ROYAL PARK REC-STN,2019-01-07 00:00:00+00:00,26,33170,33KV,78.814,86.358,82.930,99.454,112.073,94.984,33.308,48.368,73.542,79.107,67.435,76.728,2.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6,220GOI06 | 34727 | 220VER43,220KV GORAI REC-STN | 220KV VERSOVA REC-STN,220GOI06 | 220VER43,RNA ROYAL PARK REC-STN,33170,33KV,BORIWALI | MALAD,2.533,2022-05-08 02:13:00
220GOI08,33102,3584.670,JT.NO.1 → JT.NO.1A -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.11B -> JT.NO.11A → JT.NO.12 -> JT.NO.11B → JT.NO.11A -> JT.NO.12 → JT.NO.12A -> JT.NO.12A → JT.NO.12B -> JT.NO.12B → JT.NO.13 -> JT.NO.13 → JT.NO.13A -> JT.NO.13A → JT.NO.14 -> JT.NO.14 → JT.NO.14A -> JT.NO.14A → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.19A -> JT.NO.19A → SWNO_33102 -> JT.NO.1A → JT.NO.2 -> JT.NO.2 → JT.NO.2A -> JT.NO.2A → JT.NO.2B -> JT.NO.2B → JT.NO.3 -> JT.NO.3 → JT.NO.4 -> JT.NO.4 → JT.NO.5 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.7A -> JT.NO.7A → JT.NO.8 -> JT.NO.8 → JT.NO.8A -> JT.NO.8A → JT.NO.8B -> JT.NO.8B → JT.NO.9 -> JT.NO.9 → JT.NO.10 -> SWNO_220GOI08 → JT.NO.1,XLPE,3.0,Y,AL,HT33KV6908549451,AL,4000.0,4042,,220kV GORAI REC-STN,DEVIDAS LANE REC-STN,2013-02-15 00:00:00+00:00,37,33102,33KV,82.922,81.260,74.671,85.935,96.902,100.743,30.357,49.684,69.390,68.579,67.761,75.023,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4,220GOI08 | 220GOI12,220KV GORAI REC-STN,220GOI08 | 220GOI12,DEVIDAS LANE REC-STN,33102,33KV,BORIWALI,3.509,2023-08-30 20:04:00
220GOI09,33050,3876.528,JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.20A -> JT.NO.20A → SWNO_33050,XLPE,3.0,Y,AL,HT33KV6908561LN8,AL,4000.0,4041,,220kV GORAI REC-STN,K.I.E. REC-STN,2019-06-23 00:00:00+00:00,24,33050,33KV,81.076,82.306,79.585,80.350,127.976,76.068,26.797,48.504,68.614,79.968,122.234,73.465,0.000,2.000,1.000,0.000,2.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1,220GOI09,220KV GORAI REC-STN,220GOI09,K.I.E. REC-STN,33050,33KV,MALAD,0.384,2018-03-03 03:44:08
220GOI13,33277,5659.368,220kV GORAI REC-STN TO CPWD MALWANI RECEIVING STATION,XLPE,3.0,Y,AL,,AL,4000.0,4041,,220kV GORAI REC-STN,CPWD MALWANI RECEIVING STATION,2019-10-15 00:00:00+00:00,32,33277,33KV,70.290,70.802,62.090,58.704,64.953,76.822,23.263,42.467,55.188,56.706,58.535,59.493,1.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,1.000,1.000,1.000,0.000,0,,,,,,,,,
220GOI18,33172,3594.800,JT.NO.01 → JT.NO.1A -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.05B → JT.NO.05C -> JT.NO.05C → JT.NO.05D -> JT.NO.05D → JT.NO.05E -> JT.NO.05E → JT.NO.05F -> JT.NO.05F → SWNO_33172 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.9A -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.11A -> JT.NO.11A → JT.NO.11B -> JT.NO.11B → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.05B -> JT.NO.1A → JT.NO.02 -> JT.NO.9A → JT.NO.9B -> JT.NO.9B → JT.NO.10 -> SWNO_220GOI18 → JT.NO.01,XLPE,3.0,Y,AL,,AL,4000.0,4042,,220kV GORAI REC-STN,RNA ROYAL PARK REC-STN,2023-04-17 00:00:00+00:00,28,33172,33KV,75.809,71.880,69.795,87.284,98.235,76.287,24.508,43.181,52.756,61.646,51.044,62.265,0.000,0.000,2.000,1.000,1.000,0.000,0.000,1.000,2.000,1.000,2.000,1.000,3,220GOI18 | 220VER55,220KV GORAI REC-STN | 220KV VERSOVA REC-STN,220GOI18 | 220VER55,RNA ROYAL PARK REC-STN,33172,33KV,BORIWALI | MALAD,198.264,2023-06-07 00:22:00
220GOI19,33340,1854.730,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → SWNO_33340 -> JT.NO.2 → JT.NO.2A -> JT.NO.2A → JT.NO.2B -> JT.NO.2B → JT.NO.3 -> JT.NO.3 → JT.NO.4 -> JT.NO.4 → JT.NO.5 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.7A -> JT.NO.7A → JT.NO.7B -> JT.NO.7B → JT.NO.7C -> JT.NO.7C → JT.NO.7D -> JT.NO.7D → JT.NO.7E -> JT.NO.7E → JT.NO.8 -> JT.NO.8 → JT.NO.8A -> JT.NO.8A → JT.NO.8B -> JT.NO.8B → JT.NO.9 -> JT.NO.9 → JT.NO.10 -> SWNO_220GOI19 → JT.NO.1,XLPE,3.0,Y,AL,HT11KV6908561GSE,AL,4000.0,4042,,GORAI REC-STN,VAZIRA REC-STN,2008-04-11 00:00:00+00:00,21,33340,33KV,126.573,82.007,82.777,93.215,105.814,125.434,30.697,97.304,79.090,84.424,75.424,84.643,1.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1,220GOI19,220KV GORAI REC-STN,220GOI19,VAZIRA REC-STN,33340,33KV,BORIWALI,1.177,2023-05-25 03:26:00
220GOI22,33051,4513.500,220kV AAREY REC-STN -> JT.NO.01 -> JT.NO.02 → JT.NO.01 -> JT.NO.030 → JT.NO.02 -> JT.NO.04 → JT.NO.03 -> JT.NO.05 → JT.NO.04 -> JT.NO.06 → JT.NO.05 -> JT.NO.07 → JT.NO.06 -> JT.NO.08 → JT.NO.07 -> JT.NO.09 → JT.NO.08 -> JT.NO.10 → JT.NO.09 -> JT.NO.11 → JT.NO.10 -> JT.NO.12 → JT.NO.11 -> JT.NO.13 → JT.NO.12 -> JT.NO.14 → JT.NO.13 -> JT.NO.15 → JT.NO.14 -> JT.NO.16 → JT.NO.15 -> JT.NO.17 → JT.NO.16 -> JT.NO.18 → JT.NO.17 -> JT.NO.19 → JT.NO.18 -> JT.NO.20 → JT.NO.19 -> JT.NO.20A -> JT.NO.20A → JT.NO.20,XLPE,3.0,Y,AL,<Null>,AL,4000.0,4042,,220kV GORAI REC-STN,GORAI REC-STN,2005-08-02 00:00:00+00:00,23,33051,33KV,59.422,90.533,58.790,57.563,62.173,66.921,18.339,32.559,43.974,46.095,44.613,45.916,0.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,
220GOI25,33300,5918.600,JT.NO.15 → JT.NO.4J -> JT.NO.38 → JT.NO.38A -> JT.NO.38A → JT.NO.38A -> JT.NO.38B → SWNO_33300 -> JT.NO.39 → JT.NO.38 -> JT.NO.4 → JT.NO.4A -> JT.NO.40 → JT.NO.39 -> JT.NO.41 → JT.NO.40 -> JT.NO.42 → JT.NO.41 -> JT.NO.43 → JT.NO.42 -> JT.NO.44 → JT.NO.43 -> JT.NO.45 → JT.NO.44 -> JT.NO.46 → JT.NO.45 -> JT.NO.47 → JT.NO.46 -> JT.NO.47A → JT.NO.47 -> JT.NO.4A → JT.NO.4B -> JT.NO.4B → JT.NO.4C -> JT.NO.4C → JT.NO.4D -> JT.NO.4D → JT.NO.4E -> JT.NO.4E → JT.NO.4G -> JT.NO.4F → JT.NO.15 -> JT.NO.4G → JT.NO.4H -> JT.NO.4H → JT.NO.4F -> JT.NO.4J → JT.NO.4K -> JT.NO.4K → JT.NO.47A -> SWNO_220GOI25 → JT.NO.4,XLPE,3.0,Y,AL,HT11KV6908561P55,AL,4000.0,4042,,220kV GORAI REC-STN,DEVIDAS LANE REC-STN,2001-08-01 00:00:00+00:00,26,33300,33KV,70.869,74.860,82.828,97.526,115.985,92.235,25.399,39.280,70.410,69.613,57.126,57.548,1.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,2.000,4,220GOI08 | 220GOI12 | 220GOI25,220KV GORAI REC-STN,220GOI25 | 220GOI12,DAHISAR WEST REC-STN,33300,33KV,BORIWALI,1.908,2023-07-13 02:44:00
220GOI26,33293,6238.900,JT.NO.01 → SWNO_220GOI26 -> JT.NO.02 → JT.NO.01 -> JT.NO.03 → JT.NO.02 -> JT.NO.04 → JT.NO.03 -> JT.NO.05 → JT.NO.04 -> JT.NO.06 → JT.NO.05 -> JT.NO.07 → JT.NO.06 -> JT.NO.08 → JT.NO.07 -> JT.NO.09 → JT.NO.08 -> JT.NO.10 → JT.NO.09 -> JT.NO.11 → JT.NO.10 -> JT.NO.12 → JT.NO.11 -> JT.NO.13 → JT.NO.12 -> JT.NO.14 → JT.NO.13 -> JT.NO.15 → JT.NO.14 -> JT.NO.16 → JT.NO.15 -> JT.NO.17 → JT.NO.16 -> JT.NO.17 → JT.NO.68B -> JT.NO.60 → JT.NO.60A -> JT.NO.60A → JT.NO.60B -> JT.NO.60B → JT.NO.60C -> JT.NO.60C → JT.NO.60D -> JT.NO.60D → JT.NO.60E -> JT.NO.60E → JT.NO.60F -> JT.NO.60F → JT.NO.60G -> JT.NO.60G → JT.NO.60H -> JT.NO.60H → SWNO_33293 -> JT.NO.61 → JT.NO.60 -> JT.NO.62 → JT.NO.61 -> JT.NO.63 → JT.NO.62 -> JT.NO.64 → JT.NO.63 -> JT.NO.65 → JT.NO.64 -> JT.NO.66 → JT.NO.65 -> JT.NO.67 → JT.NO.66 -> JT.NO.68 → JT.NO.67 -> JT.NO.68A → JT.NO.68 -> JT.NO.68B → JT.NO.68A,XLPE,3.0,Y,AL,,AL,4000.0,4042,,220kV GORAI REC-STN,JANKALYAN NAGAR RECEIVING STATION,2019-03-26 00:00:00+00:00,37,33293,33KV,38.347,37.082,37.485,52.460,59.272,42.531,11.308,19.225,30.233,41.331,24.464,28.472,1.000,3.000,1.000,2.000,1.000,2.000,0.000,0.000,0.000,3.000,0.000,2.000,1,220GOI26,220KV GORAI REC-STN,220GOI26,JANKALYAN NAGAR RECEIVING STATION,33293,33KV,MALAD,12.987,2023-07-12 21:33:00
220GOR03,33295,1399.000,JT.NO.23 → JT.NO.23A -> JT.NO.23B → JT.NO.23C -> JT.NO.23C → JT.NO.23D -> JT.NO.23D → SWNO_33295 -> JT.NO.24 → JT.NO.23 -> JT.NO.25 → JT.NO.24 -> JT.NO.26 → JT.NO.25 -> SWNO_220GORE03 → JT.NO.26,XLPE,3.0,Y,AL,HT33KV6908555680,AL,3000.0,3031,,220kV GOREGAON REC-STN,OSHIWARA RECEIVING STATION,2012-07-24 00:00:00+00:00,8,33295,33KV,26.881,26.951,24.099,24.852,28.405,27.474,8.267,12.930,19.264,22.588,25.711,22.283,2.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0,,,,,,,,,
220GOR17,33015,7848.830,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.02A -> JT.NO.02A → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.08A -> JT.NO.08A → JT.NO.08B -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.12A → JT.NO.12 -> JT.NO.12B → JT.NO.12A -> JT.NO.12B → JT.NO.12C -> JT.NO.12C → JT.NO.13 -> JT.NO.13 → JT.NO.13A -> JT.NO.13A → JT.NO.14 -> JT.NO.14 → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.14C -> JT.NO.14C → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.15A → JT.NO.16C -> JT.NO.16 → JT.NO.17 -> JT.NO.16C → JT.NO.16 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.19A -> JT.NO.19A → JT.NO.20 -> JT.NO.20 → JT.NO.20A -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24 → JT.NO.28 -> JT.NO.24A → JT.NO.25C -> JT.NO.25 → JT.NO.26 -> JT.NO.25A → JT.NO.25 -> JT.NO.25B → JT.NO.25A -> JT.NO.25C → JT.NO.25B -> JT.NO.26 → JT.NO.27 -> JT.NO.26 → JT.NO.27A -> JT.NO.27 → JT.NO.27B -> JT.NO.27 → SWNO_220GORE17 -> JT.NO.27A → JT.NO.27 -> JT.NO.27B → JT.NO.28 -> JT.NO.28 → JT.NO.28B -> JT.NO.28A → JT.NO.25 -> JT.NO.28A → JT.NO.29A -> JT.NO.28B → JT.NO.28A -> JT.NO.29 → JT.NO.30 -> JT.NO.29A → JT.NO.29 -> JT.NO.30 → JT.NO.30A -> JT.NO.31 → JT.NO.20A -> JT.NO.33A → JT.NO.31,XLPE,3.0,Y,AL,HT33KV6908556035,AL,3000.0,3031,,220kV GOREGAON REC-STN,MALAD REC-STN,2024-05-12 00:00:00+00:00,73,33015,33KV,101.660,100.694,99.741,115.282,127.118,99.059,34.788,57.400,84.593,97.824,87.226,91.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,6,220GOR17 | 220GORE17,220KV GOREGAON REC-STN,220GOR17 | 220GORE17,MALAD REC-STN,33015,33KV,MALAD,0.210,2022-03-28 15:19:00
220GOR18,33279,1720.802,220kV GOREGAON REC-STN TO NESCO RECEIVING STATION -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> SWNO_220GORE18 → JT.NO.01,XLPE,3.0,Y,AL,,AL,3000.0,3033,,220kV GOREGAON REC-STN,NESCO RECEIVING STATION,2019-08-08 00:00:00+00:00,12,33279,33KV,64.228,68.016,72.572,75.300,75.832,66.041,21.129,37.222,45.008,57.238,67.583,63.956,5.000,6.000,8.000,4.000,4.000,4.000,2.000,1.000,1.000,2.000,2.000,5.000,0,,,,,,,,,
220GOR32,33281,1651.691,JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10,XLPE,3.0,Y,AL,,AL,3000.0,3034,,220kV GOREGAON REC-STN,NESCO RECEIVING STATION,2023-04-22 00:00:00+00:00,11,33281,33KV,25.034,30.331,32.004,47.444,38.271,24.229,9.213,12.678,24.692,21.525,26.609,32.816,8.000,8.000,11.000,5.000,4.000,4.000,3.000,0.000,2.000,1.000,2.000,5.000,0,,,,,,,,,
220GOR36,33341,1775.700,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.11A -> JT.NO.11A → SWNO_33341 -> SWNO_220GOR36 → JT.NO.01,XLPE,3.0,Y,AL,,AL,3000.0,3034,,220kV GOREGAON REC-STN,NIRLON B10 RECEIVING STATION,2023-02-16 00:00:00+00:00,14,33341,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
220GOR41,33343,1757.900,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → SWNO_33343 -> SWNO_220GOR41 → JT.NO.01,XLPE,3.0,Y,AL,,AL,3000.0,3000,,220kV GOREGAON REC-STN,NIRLON B10 RECEIVING STATION,2023-02-16 00:00:00+00:00,11,33343,33KV,15.051,13.734,14.893,14.674,13.510,15.007,13.638,10.047,18.829,13.512,14.146,16.590,2.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0,,,,,,,,,
220GORE13,33240,3704.300,JT.NO.09E → JT.NO.9M -> JT.NO.09F → JT.NO.9E -> JT.NO.09G → JT.NO.09F -> JT.NO.09J → JT.NO.09H -> JT.NO.09M → SWNO_33240 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.10A -> JT.NO.12 → JT.NO.11 -> JT.NO.13 → JT.NO.12 -> JT.NO.13A → JT.NO.13C -> JT.NO.13B → JT.NO.13A -> JT.NO.13C → JT.NO.13 -> JT.NO.13C → JT.NO.13D -> JT.NO.14 → JT.NO.13B -> JT.NO.15 → JT.NO.14 -> JT.NO.16 → JT.NO.15 -> JT.NO.17 → JT.NO.16 -> JT.NO.17A → JT.NO.17 -> JT.NO.18 → JT.NO.17A -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.18 -> JT.NO.21 → JT.NO.20 -> JT.NO.22 → JT.NO.22A -> JT.NO.22A → JT.NO.21 -> JT.NO.23 → JT.NO.22 -> JT.NO.23A → JT.NO.23 -> JT.NO.24 → JT.NO.23A -> JT.NO.24A → JT.NO.24 -> JT.NO.9H → JT.NO.09G -> JT.NO.9I -> JT.NO.9I → JT.NO.9J -> SWNO_220GORE13 → JT.NO.24A,XLPE,3.0,Y,AL,HT33KV6908555658,AL,3000.0,3031,,220kV GOREGAON REC-STN,SWAMI SAMARTH NAGAR REC-STN,2012-07-24 00:00:00+00:00,33,33240,33KV,91.447,99.673,83.111,89.641,99.882,90.235,29.091,51.100,84.963,87.824,83.806,84.353,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,4,220GOR13 | 33240,220KV GOREGAON REC-STN,220GOR13,SWAMI SAMARTH NAGAR RECEIVING STATION,33240,33KV,ANDHERI,1.336,2023-01-16 15:18:07
220GORE40,33049,2022.200,JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → SWNO_33049 -> SWNO_220GORE40 → JT.NO.01,XLPE,3.0,Y,AL,,AL,3000.0,3034,AS PER HT SLD,220kV GOREGAON REC-STN,CAMA REC-STN,2023-04-22 00:00:00+00:00,16,33049,33KV,123.064,125.482,132.978,142.366,145.337,114.570,45.286,78.741,111.141,128.842,118.868,113.333,1.000,1.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1,220GOR45,MAHANANDA REC-STN,33160,CAMA REC-STN,33049,33KV,MALAD,7.095,2022-09-02 13:06:00
